percentile,value,onefraconeminuspercentile
0.0,3504,1.00000000000000000000
0.05,4205,1.0526315789473684
0.23076923076923078,4247,1.30000000000000002
0.25,4257,1.3333333333333333
0.37500000000000006,5089,1.60000000000000015
0.4736842105263158,5119,1.9000000000000000
0.5,5133,2.0000000000000000
0.5454545454545455,5929,2.2000000000000002
0.6,5958,2.5000000000000000
0.6428571428571428,5970,2.7999999999999996
0.6774193548387096,5980,3.0999999999999993
0.7058823529411764,5990,3.3999999999999992
0.7297297297297297,6000,3.6999999999999996
0.7499999999999999,6015,3.9999999999999984
0.75,6015,4.0000000000000000
0.7674418604651162,6244,4.2999999999999985
0.7826086956521738,6808,4.5999999999999976
0.7959183673469388,6818,4.9000000000000006
0.8076923076923076,6824,5.1999999999999975
0.8181818181818181,6828,5.4999999999999975
0.8275862068965517,6831,5.7999999999999992
0.8360655737704917,6834,6.0999999999999962
0.8437499999999999,6837,6.3999999999999959
0.8507462686567163,6839,6.6999999999999947
0.8571428571428571,6841,6.9999999999999979
0.8630136986301369,6842,7.2999999999999954
0.8684210526315789,6844,7.5999999999999973
0.8734177215189873,6845,7.8999999999999974
0.8780487804878049,6847,8.2000000000000015
0.8823529411764706,6848,8.5000000000000009
0.8863636363636364,6849,8.8000000000000028
0.8901098901098901,6850,9.0999999999999992
0.8936170212765957,6851,9.3999999999999961
0.8969072164948454,6852,9.7000000000000037
0.9,6853,10.0000000000000000
0.9230769230769231,6860,13.0000000000000039
0.9375,6865,16.0000000000000000
0.9473684210526315,6869,18.9999999999999715
0.95,6870,20.0000000000000000
0.9545454545454546,6872,22.0000000000000264
0.96,6875,25.0000000000000000
0.9642857142857143,6878,28.0000000000000112
0.967741935483871,6880,31.0000000000000310
0.9705882352941176,6882,33.9999999999999456
0.972972972972973,6884,37.0000000000000370
0.975,6885,40.0000000000000000
0.9767441860465116,6887,42.9999999999999484
0.9782608695652174,6888,46.0000000000000184
0.9795918367346939,6890,49.0000000000000539
0.9807692307692307,6891,51.9999999999998128
0.9818181818181818,6892,54.9999999999999450
0.9827586206896551,6894,57.9999999999997564
0.9836065573770492,6895,61.0000000000000732
0.984375,6896,64.0000000000000000
0.9850746268656716,6897,66.9999999999998124
0.9857142857142858,6898,70.0000000000004200
0.9863013698630136,6899,72.9999999999994744
0.9868421052631579,6901,76.0000000000000304
0.9873417721518988,6902,79.0000000000004108
0.9878048780487805,6903,82.0000000000000820
0.9882352941176471,6904,85.0000000000002975
0.9886363636363636,6905,87.9999999999997184
0.989010989010989,6906,90.9999999999999090
0.9893617021276596,6907,94.0000000000002256
0.9896907216494846,6908,97.0000000000006014
0.99,6910,100.0000000000000000
0.9923076923076923,6924,129.9999999999998700
0.99375,6990,160.0000000000000000
0.9947368421052631,7035,189.9999999999979100
0.9954545454545455,7062,220.0000000000022000
0.996,7108,250.0000000000000000
0.9964285714285714,7128,279.9999999999977600
0.9967741935483871,7137,310.0000000000003100
0.9970588235294118,7144,340.0000000000040800
0.9972972972972973,7148,370.0000000000003700
0.9975,7152,400.0000000000000000
0.9976744186046511,7155,429.9999999999883900
0.9978260869565218,7158,460.0000000000128800
0.9979591836734694,7160,490.0000000000029400
0.9980769230769231,7162,520.0000000000062400
0.9981818181818182,7164,550.0000000000055000
0.9982758620689656,7166,580.0000000000278400
0.9983606557377049,7168,609.9999999999932900
0.9984375,7169,640.0000000000000000
0.9985074626865672,7171,670.0000000000160800
0.9985714285714286,7172,700.0000000000140000
0.9986301369863013,7173,729.9999999999627700
0.9986842105263158,7174,760.0000000000060800
0.9987341772151899,7176,790.0000000000165900
0.998780487804878,7177,819.9999999999672000
0.9988235294117647,7178,849.9999999999957500
0.9988636363636364,7179,880.0000000000281600
0.9989010989010989,7180,909.9999999999990900
0.9989361702127659,7181,939.9999999999492400
0.9989690721649485,7182,970.0000000000436500
0.999,7183,1000.0000000000000000
0.9992307692307693,7190,1300.0000000001170000
0.999375,7198,1600.0000000000000000
0.9994736842105263,7205,1899.9999999999430000
0.9995454545454545,7213,2199.9999999997800000
0.9996,7225,2500.0000000000000000
0.9996428571428572,7263,2800.0000000004480000
0.9996774193548387,7340,3099.9999999999070000
0.9997058823529412,7427,3400.0000000002720000
0.9997297297297297,7523,3699.9999999995930000
0.99975,7609,4000.0000000000000000
0.9997674418604651,7691,4299.9999999996990000
0.9997826086956522,7762,4600.0000000005520000
0.9997959183673469,7827,4899.9999999990690000
0.9998076923076923,7887,5199.9999999997920000
0.9998181818181818,7941,5499.9999999994500000
0.9998275862068966,7994,5800.0000000016240000
0.9998360655737705,8043,6100.0000000003050000
0.99984375,8084,6400.0000000000000000
0.9998507462686567,8121,6699.9999999992630000
0.9998571428571429,8147,7000.0000000021000000
0.9998630136986302,8167,7300.0000000033580000
0.9998684210526316,8184,7600.0000000012160000
0.9998734177215189,8202,7899.9999999945490000
0.9998780487804878,8218,8199.9999999996720000
0.9998823529411764,8235,8499.9999999949000000
0.9998863636363636,8253,8799.9999999971840000
0.9998901098901098,8273,9099.9999999925380000
0.9998936170212765,8297,9399.9999999915400000
0.9998969072164948,8326,9699.9999999957320000
0.9999,8352,10000.0000000000000000
0.9999230769230769,8587,12999.9999999961000000
0.9999375,8793,16000.000000000000
0.9999473684210526,8966,18999.9999999886000000
0.9999545454545454,9031,21999.9999999736000000
0.99996,9059,25000.000000000000
0.9999642857142857,9085,27999.9999999888000000
0.9999677419354839,9111,31000.0000000279000000
0.9999705882352942,9144,34000.0000000952000000
0.9999729729729729,9233,36999.9999999001000000
0.999975,9418,40000.000000000000
